title,star,quote,url
风之谷?/?風の谷のナウシカ?/?风谷少女  /  Kaze no tani no Naushika,8.9,动画片的圣经。,https://movie.douban.com/subject/1291585/
海街日记?/?海街diary?/?海街女孩日记(港)  /  Kamakura Diary,8.8,是枝裕和的家庭习作。,https://movie.douban.com/subject/25895901/
纵横四海?/?緃横四海?/?Once a Thief,8.8,香港浪漫主义警匪动作片的巅峰之作。,https://movie.douban.com/subject/1295409/
疯狂的石头?/?Crazy Stone,8.6,中国版《两杆大烟枪》。,https://movie.douban.com/subject/1862151/
无间道2?/?無間道II?/?无间道前传  /  Infernal Affairs II,8.8,,https://movie.douban.com/subject/1307106/
2001太空漫游?/?2001: A Space Odyssey?/?2001：星际漫游  /  2001：太空奥德赛,8.9,现代科幻电影的开山之作，最伟大导演的最伟大影片。,https://movie.douban.com/subject/1292226/
卢旺达饭店?/?Hotel Rwanda?/?卢安达饭店(台),8.9,当这个世界闭上双眼，他却敞开了怀抱。,https://movie.douban.com/subject/1291822/
雨中曲?/?Singin' in the Rain?/?万花嬉春(港 / 台) ,9.1,骨灰级歌舞片。,https://movie.douban.com/subject/1293460/
记忆碎片?/?Memento?/?凶心人(港)  /  记忆拼图(台),8.7,一个针管引发的血案。,https://movie.douban.com/subject/1304447/
小偷家族?/?万引き家族?/?Shoplifters  /  Une Affaire de Famille,8.7,我们组成了家。,https://movie.douban.com/subject/27622447/
无敌破坏王?/?Wreck-It Ralph?/?破坏王拉尔夫  /  破坏王大冒险,8.7,迪士尼和皮克斯拿错剧本的产物。,https://movie.douban.com/subject/6534248/
岁月神偷?/?歲月神偷?/?1969太空漫游  /  Echoes Of The Rainbow,8.7,岁月流逝，来日可追。,https://movie.douban.com/subject/3792799/
荒蛮故事?/?Relatos salvajes?/?蛮荒故事  /  生命中最抓狂的小事(台),8.8,始于荒诞，止于更荒诞。,https://movie.douban.com/subject/24750126/
忠犬八公物语?/?ハチ公物語?/?八千公物语  /  阿八的故事,9.2,养狗三日，便会对你终其一生。,https://movie.douban.com/subject/1959195/
冰川时代?/?Ice Age?/?冰河世纪  /  冰原历险记,8.6,松鼠才是角儿。,https://movie.douban.com/subject/1291578/
牯岭街少年杀人事件?/?牯嶺街少年殺人事件?/?A Brighter Summer Day,8.9,弱者送给弱者的一刀。,https://movie.douban.com/subject/1292329/
恐怖游轮?/?Triangle?/?汪洋血迷宮(台)  /  轮回三角,8.5,不要企图在重复中寻找已经失去的爱。,https://movie.douban.com/subject/3011051/
爆裂鼓手?/?Whiplash?/?鼓动真我(港)  /  进击的鼓手(台),8.7,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。,https://movie.douban.com/subject/25773932/
东京教父?/?東京ゴッドファーザーズ?/?Tokyo Godfathers,9,,https://movie.douban.com/subject/1310177/
魔女宅急便?/?魔女の宅急便?/?魔女琪琪(台)  /  小魔女限时专送,8.7,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,https://movie.douban.com/subject/1307811/
大佛普拉斯?/?The Great Buddha+,8.7,人们可以登上月球，却永远无法探索人们内心的宇宙。,https://movie.douban.com/subject/27059130/
末路狂花?/?Thelma & Louise?/?塞尔玛与路易丝  /  末路狂花,9,没有了退路，只好飞向自由。,https://movie.douban.com/subject/1291992/
遗愿清单?/?The Bucket List?/?玩转身前事(港)  /  一路玩到挂(台),8.7,用剩余不多的时间，去燃烧整个生命。,https://movie.douban.com/subject/1867345/
贫民窟的百万富翁?/?Slumdog Millionaire?/?一百万零一夜(港)  /  贫民百万富翁(台),8.6,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,https://movie.douban.com/subject/2209573/
东邪西毒?/?東邪西毒?/?Ashes of Time,8.6,电影诗。,https://movie.douban.com/subject/1292328/
你看起来好像很好吃?/?おまえうまそうだな?/?你看起来很好吃(台)  /  你看上去好像很好吃,8.9,感情不分食草或者食肉。,https://movie.douban.com/subject/4848115/
可可西里?/?Kekexili: Mountain Patrol,8.9,坚硬的信仰。,https://movie.douban.com/subject/1308857/
源代码?/?Source Code?/?启动原始码(台)  /  危机解密(港),8.5,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,https://movie.douban.com/subject/3075287/
疯狂的麦克斯4：狂暴之路?/?Mad Max: Fury Road?/?末日先锋：战甲飞车(港)  /  疯狂麦斯：愤怒道(台),8.7,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,https://movie.douban.com/subject/3592854/
城市之光?/?City Lights?/?City Lights: A Comedy Romance in Pantomime  /  Lichter der Gro?stadt,9.3,永远的小人物，伟大的卓别林。,https://movie.douban.com/subject/1293908/
海边的曼彻斯特?/?Manchester by the Sea?/?情系海边之城(港),8.6,我们都有权利不与自己的过去和解。,https://movie.douban.com/subject/25980443/
黑天鹅?/?Black Swan?/?夺命黑天鹅  /  霸王别鹅(豆友译名),8.6,黑暗之美。,https://movie.douban.com/subject/1978709/
波西米亚狂想曲?/?Bohemian Rhapsody?/?波希米亚狂想曲：摇滚传说(港)  /  波希米亚狂想曲(台),8.6,,https://movie.douban.com/subject/5300054/
高山下的花环?/?卫国军魂(港)  /  Wreaths at the Foot of the Mountain,9.5,,https://movie.douban.com/subject/1422283/
真爱至上?/?Love Actually?/?真的恋爱了(港)  /  爱是您，爱是我(台),8.5,爱，是个动词。,https://movie.douban.com/subject/1292401/
芙蓉镇?/?Hibiscus Town,9.3,,https://movie.douban.com/subject/1297880/
爱乐之城?/?La La Land?/?星声梦里人(港)  /  乐来越爱你(台),8.4,,https://movie.douban.com/subject/25934014/
青蛇?/?Green Snake,8.6,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,https://movie.douban.com/subject/1303394/
雨人?/?Rain Man?/?手足情未了(港)  /  手足情深,8.7,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,https://movie.douban.com/subject/1291870/
初恋这件小事?/????????????????????????...????/?初恋那件小事(港)  /  暗恋那点小事,8.5,黑小鸭速效美白记。,https://movie.douban.com/subject/4739952/
终结者2：审判日?/?Terminator 2: Judgment Day?/?未来战士2(港)  /  魔鬼终结者2(台),8.8,少见的超越首部的续集，动作片中的经典。,https://movie.douban.com/subject/1291844/
人工智能?/?A.I. Artificial Intelligence?/?AI人工智慧,8.7,对爱的执着，可以超越一切。,https://movie.douban.com/subject/1302827/
虎口脱险?/?La grande vadrouille?/?横冲直撞出重围(港)  /  大進擊(台),8.9,永远看不腻的喜剧。,https://movie.douban.com/subject/1296909/
花束般的恋爱?/?花束みたいな恋をした?/?她和他的恋爱花期(港)  /  爱如花束 恋恋不忘,8.6,,https://movie.douban.com/subject/34874432/
恋恋笔记本?/?The Notebook?/?忘了·忘不了(港)  /  手札情缘(台),8.5,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,https://movie.douban.com/subject/1309163/
无耻混蛋?/?Inglourious Basterds?/?希魔撞正杀人狂(港)  /  恶棍特工(台),8.7,昆汀同学越来越变态了，比北野武还杜琪峰。,https://movie.douban.com/subject/1438652/
新龙门客栈?/?新龍門客棧?/?New Dragon Gate Inn,8.7,嬉笑怒骂，调风动月。,https://movie.douban.com/subject/1292287/
罗生门?/?羅生門?/?Rashomon,8.8,人生的N种可能性。,https://movie.douban.com/subject/1291879/
崖上的波妞?/?崖の上のポニョ?/?悬崖上的金鱼姬  /  悬崖上的金鱼公主,8.6,,https://movie.douban.com/subject/1959877/
千钧一发?/?Gattaca?/?变种异煞(港)  /  自然人,8.8,一部能引人思考的科幻励志片。,https://movie.douban.com/subject/1300117/
哈利·波特与死亡圣器(上)?/?Harry Potter and the Deathly Hallows: Part 1?/?哈利波特7：死神的圣物1(港 / 台) ,8.6,最忠于原著的一部。,https://movie.douban.com/subject/2051007/
白日梦想家?/?The Secret Life of Walter Mitty?/?发梦王大历险(港)  /  白日梦冒险王(台),8.6,,https://movie.douban.com/subject/2133323/
彗星来的那一夜?/?Coherence?/?相干性  /  相干效应,8.6,小成本大魅力。,https://movie.douban.com/subject/25807345/
萤火虫之墓?/?火垂るの墓?/?再见萤火虫(港)  /  萤火挽歌,8.7,幸福是生生不息，却难以触及的远。 ,https://movie.douban.com/subject/1293318/
黑客帝国2：重装上阵?/?The Matrix Reloaded?/?22世纪杀人网络2：决战未来(港)  /  骇客任务：重装上阵(台),8.7,一个精彩的世界观正在缓缓建立。,https://movie.douban.com/subject/1304141/
奇迹男孩?/?Wonder?/?奇迹,8.6,世界不完美，爱会有奇迹。,https://movie.douban.com/subject/26787574/
火星救援?/?The Martian?/?火星任务(港)  /  绝地救援(台),8.5,,https://movie.douban.com/subject/25864085/
大红灯笼高高挂?/?Raise The Red Lantern  /  ?pouses et concubines,8.8,,https://movie.douban.com/subject/1293323/
二十二?/?Twenty Two  /  22,8.7,有一些东西不应该被遗忘。,https://movie.douban.com/subject/26430107/
战争之王?/?Lord of War?/?军火之王(台 / 港) ,8.7,做一颗让别人需要你的棋子。,https://movie.douban.com/subject/1419936/
哈利·波特与凤凰社?/?Harry Potter and the Order of the Phoenix?/?哈利波特5：凤凰会的密令(港 / 台) ,8.5,,https://movie.douban.com/subject/1457217/
血钻?/?Blood Diamond?/?血钻石(台)  /  血腥钻石,8.7,每个美丽事物背后都是滴血的现实。,https://movie.douban.com/subject/1428175/
步履不停?/?歩いても 歩いても?/?横山家之味(港 / 台) ,8.8,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,https://movie.douban.com/subject/2222996/
千年女优?/?千年女優?/?Millennium Actress,8.8,爱情是一场没有尽头的虚幻追逐。,https://movie.douban.com/subject/1307394/
谍影重重2?/?The Bourne Supremacy?/?叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),8.7,谁说王家卫镜头很晃？,https://movie.douban.com/subject/1308767/
房间?/?Room?/?不存在的房间(台)  /  抖室(港),8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,https://movie.douban.com/subject/25724855/
魂断蓝桥?/?Waterloo Bridge?/?滑铁卢桥  /  断桥残梦,8.8,中国式内在的美国电影。,https://movie.douban.com/subject/1293964/
蜘蛛侠：平行宇宙?/?Spider-Man: Into the Spider-Verse?/?蜘蛛侠：新纪元  /  蜘蛛人：新宇宙(台),8.6,,https://movie.douban.com/subject/26374197/
弱点?/?The Blind Side?/?守护有心人(港)  /  攻其不备(台),8.7,拍掉身上的悲伤，从今天开始重新踏上追梦之旅。,https://movie.douban.com/subject/3552028/
谍影重重?/?The Bourne Identity?/?叛谍追击(港)  /  神鬼认证(台),8.6,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,https://movie.douban.com/subject/1304102/
朗读者?/?The Reader?/?为爱朗读(台)  /  读爱(港),8.6,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,https://movie.douban.com/subject/2213597/
阿飞正传?/?阿飛正傳?/?Days of Being Wild,8.5,王家卫是一种风格，张国荣是一个代表。,https://movie.douban.com/subject/1305690/
隐藏人物?/?Hidden Figures?/?NASA无名英雌(港)  /  关键少数(台),8.9,,https://movie.douban.com/subject/26615208/
冰雪奇缘?/?Frozen?/?魔雪奇缘(港)  /  冰雪大冒险,8.5,,https://movie.douban.com/subject/4202982/
